23588	3871	8
14	7283	20
106	13	2
12694	913	5
40533	8332	3
21714	384	3
16	7604	11
12	1021	7
36542	1402	21
7253	9552	20
14	2898	20
31904	6865	3
124	7311	5
144	6740	1
144	1847	14
3505	6154	15
175	5453	4
36739	5332	10
157	4672	13
104	5816	30
14	5950	11
106	4012	3
1287	1373	2
120	9664	2
642	4204	0
12	6686	12
1837	5969	14
37836	3009	2
4525	1668	2
36847	8097	9
41367	9094	4
3961	3146	0
3087	607	0
20485	3216	9
118	8008	6
10269	8780	34
14	6261	6
710	9630	11
10075	3577	22
2094	567	11
828	810	2
37499	4038	6
4174	4546	1
4565	1731	6
31100	3559	5
29188	5227	4
102	5339	8
18825	4658	5
25192	7282	7
285	5929	20
14	9823	6
244	4708	0
23073	6092	0
1438	282	4
6130	8100	5
13630	7204	1
106	3435	3
42831	2118	1
147	1237	2
3768	4118	1
5105	5639	6
5152	7593	1
6034	9717	10
