220	860	3	30.1
105	179	9	19.03
101	6126	3	20.58
102	2815	3	15.23
101	1251	4	12.7
110	120	17	48.22
4146	106	3	22.28
7130	105	3	25.27
111	780	3	16.9
101	1453	5	20.78
101	1386	3	8.22
354	5863	3	49.33
193	101	13	21.77
2296	101	4	18.08
107	1160	3	13.62
192	991	8	99.53
122	3219	3	29.72
8	290	3	6.75
392	3400	5	83.57
2050	103	5	31.31
107	569	7	34.82
101	286	8	13.41
498	108	12	82.52
1010	101	6	22.58
107	418	4	12.61
352	9	4	13.78
124	3703	3	30.35
107	1186	5	29.62
181	2494	4	49.62
103	970	3	10.44
3458	104	3	18.52
101	5886	3	20.58
1466	1330	4	64.21
3706	14	3	9.83
8	442	5	20.47
2252	101	3	11.29
2	12	35	12.41
105	280	7	19.24
367	8	3	7.96
4236	14	3	11.93
113	125	16	58.07
146	110	4	6.89
108	651	6	34.67
295	2773	5	74.96
104	4764	4	33.59
548	106	4	13.86
185	109	4	9.83
126	507	18	189.12
114	364	3	12.81
5194	167	3	43.15
321	586	3	30.54
412	453	5	56.79
2950	14	3	8.38
911	59	4	27.47
102	750	3	7.51
1151	104	8	50.03
126	208	3	12.3
206	355	17	204.77
12	483	22	99.38
107	862	3	12.29
155	1101	3	28.17
8	903	3	13.43
2629	12	3	9.81
1988	14	5	16.98
1181	108	3	16.73
213	217	5	39.61
908	14	16	86.9
1003	108	6	41.22
147	126	3	8.28
114	238	3	9.98
101	2613	4	19.94
104	5029	3	20.73
1587	106	3	14.7
1618	106	7	50.3
642	131	7	63.6
107	1754	6	43.54
120	302	3	13.48
509	12	5	5.84
107	1313	3	14.74
1153	12	3	4.82
218	142	5	30.7
3372	106	3	20.07
464	200	4	36.79
428	108	10	60.26
103	4305	3	20.61
2801	105	6	50.55
2288	106	4	26.18
4945	103	3	20.61
2396	105	5	33.81
106	643	3	9.67
334	167	10	97.38
334	12	6	4.59
101	459	13	48.24
107	296	3	5.74
241	922	4	44.18
122	4240	3	31.94
147	1040	12	153.33
148	3016	3	32.72
114	1768	3	22.44
2060	103	6	41.23
110	144	6	14.03
3332	142	3	33.35
141	240	3	15.98
59	333	8	49.35
103	2475	4	23.97
874	245	9	119.31
1579	104	4	20.31
578	6544	3	52.45
4999	105	4	33.7
101	1180	6	24.93
110	246	6	25.98
104	4220	3	20.73
405	189	8	81.55
106	881	3	11.61
1204	101	8	39.89
117	658	3	17.55
101	564	6	14.87
1472	14	3	5.03
2997	101	4	19.94
255	102	4	4.33
12	2611	3	9.81
6760	2466	3	61.23
492	104	3	6.69
113	495	3	14.7
225	111	3	8.78
616	275	3	29.94
400	2307	4	57.41
105	413	3	5.75
1445	108	3	17.99
1958	101	3	10.33
101	155	23	43.26
635	14	23	124.93
275	564	3	29.4
1794	123	3	25.46
732	108	8	54.62
341	407	5	52.73
571	12	4	3.98
121	1067	10	103.66
103	364	3	4.91
103	484	3	6.59
135	119	3	5.04
1158	105	6	32.82
104	207	5	7.05
311	108	20	137.33
126	59	7	15.51
117	583	6	42.53
101	665	4	8.11
146	4346	3	36.27
1331	1481	7	126.68
1668	618	3	41.52
107	777	6	32.27
955	2007	3	45.2
170	8	5	9.08
291	764	3	31.53
4161	105	4	33.7
3276	105	3	18.6
2040	2113	6	115.27
12	1422	3	5.77
608	101	5	11
2164	114	6	58.76
1718	101	3	9.52
325	114	4	18.44
1681	117	3	23.54
106	1325	5	29.58
103	305	3	3.93
371	12	7	8.24
231	109	3	7.13
114	592	3	15.92
101	4254	3	16.15
118	1029	4	30.14
